Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX
multiplies,11,8,11,8,0.22,1.0792,0.10,0.9542,Verb,11,1.00,Verb,11
multiply,99,80,78,66,1.94,2.0000,0.95,1.9085,Verb,98,0.99,Verb.Adverb,98.1
multiplying,30,28,27,25,0.59,1.4914,0.33,1.4624,Verb,29,0.97,Verb.Adjective,29.1
multiprocessing,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
multiprocessor,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
multipurpose,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
multispecies,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
multistage,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
multistory,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
multisystem,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
multitask,10,8,9,7,0.20,1.0414,0.10,0.9542,Verb,9,0.90,Verb.Noun,9.1
multitasking,10,9,10,9,0.20,1.0414,0.11,1.0000,Verb,8,0.80,Verb.Adjective,8.2
multitude,29,25,29,25,0.57,1.4771,0.30,1.4150,Noun,29,1.00,Noun,29
multitudes,8,7,8,7,0.16,0.9542,0.08,0.9031,Noun,8,1.00,Noun,8
multitudinous,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
multiverse,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
multivitamin,6,6,6,6,0.12,0.8451,0.07,0.8451,Noun,6,1.00,Noun,6
multivitamins,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
multivolume,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mum,1108,312,491,212,21.73,3.0449,3.72,2.4955,Noun,1096,0.99,Noun.Name,1096.11
mumble,40,34,35,32,0.78,1.6128,0.41,1.5441,Verb,33,0.83,Verb.Noun,33.7
mumbled,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,5,0.83,Verb.Adjective,5.1
mumbler,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mumbles,51,35,24,19,1.00,1.7160,0.42,1.5563,Verb,50,0.98,Verb.Noun,50.1
mumbling,119,103,98,87,2.33,2.0792,1.23,2.0170,Verb,118,0.99,Verb.Adjective,118.1
mumblings,3,2,2,2,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
mumbo,59,48,47,40,1.16,1.7782,0.57,1.6902,Noun,58,0.98,Noun.Name,58.1
mumm,5,3,0,0,0.10,0.7782,0.04,0.6021,Name,3,1.00,Name,3
mummer,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mummers,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
mummery,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
mummies,37,26,30,22,0.73,1.5798,0.31,1.4314,Noun,36,1.00,Noun,36
mummification,5,5,5,5,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
mummified,14,9,14,9,0.27,1.1761,0.11,1.0000,Adjective,14,1.00,Adjective,14
mummify,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
mumming,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Name,1.1
mumms,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,3,1.00,Name,3
mummy,500,166,230,90,9.80,2.6998,1.98,2.2227,Noun,498,1.00,Noun.Name,498.2
mump,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
mumped,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
mumps,60,36,54,33,1.18,1.7853,0.43,1.5682,Noun,51,0.86,Noun.Name.Verb,51.6.2
mums,15,12,12,11,0.29,1.2041,0.14,1.1139,Noun,15,1.00,Noun,15
mumsy,12,6,0,0,0.24,1.1139,0.07,0.8451,Name,10,0.83,Name.Noun,10.2
mun,33,6,0,0,0.65,1.5315,0.07,0.8451,Verb,19,0.58,Verb.Name.Noun,19.10.4
munch,43,36,32,27,0.84,1.6435,0.43,1.5682,Verb,32,0.74,Verb.Name.Noun,32.8.3
munchausen,2,2,0,0,0.04,0.4771,0.02,0.4771,Name,2,1.00,Name,2
munched,8,8,8,8,0.16,0.9542,0.10,0.9542,Verb,8,1.00,Verb,8
muncher,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
munchers,4,3,2,2,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
munches,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
munchies,32,31,29,28,0.63,1.5185,0.37,1.5051,Noun,31,0.97,Noun.Name,31.1
munching,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14,1.00,Verb,14
munchkin,41,33,26,24,0.80,1.6232,0.39,1.5315,Noun,33,0.80,Noun.Name,33.8
munchkins,34,13,9,9,0.67,1.5441,0.15,1.1461,Name,17,0.50,Name.Noun.Verb,17.15.2
munchy,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mund,2,2,0,0,0.04,0.4771,0.02,0.4771,Noun,1,0.50,Noun.Name,1.1
mundane,41,38,41,38,0.80,1.6232,0.45,1.5911,Adjective,41,1.00,Adjective,41
mung,11,8,7,5,0.22,1.0792,0.10,0.9542,Adjective,8,0.73,Adjective.Verb.Name,8.2.1
munger,17,8,0,0,0.33,1.2553,0.10,0.9542,Name,15,0.88,Name.Verb,15.2
mungo,5,2,0,0,0.10,0.7782,0.02,0.4771,Name,5,1.00,Name,5
munich,104,54,0,0,2.04,2.0212,0.64,1.7404,Name,104,1.00,Name,104
municipal,90,68,56,47,1.76,1.9590,0.81,1.8388,Adjective,89,1.00,Adjective,89
municipality,10,9,8,8,0.20,1.0414,0.11,1.0000,Noun,9,0.90,Noun.Name,9.1
municipals,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
munificence,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
munition,8,7,8,7,0.16,0.9542,0.08,0.9031,Noun,8,1.00,Noun,8
munitions,64,53,50,46,1.25,1.8129,0.63,1.7324,Noun,62,0.97,Noun.Verb,62.2
muns,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
munster,21,15,1,1,0.41,1.3424,0.18,1.2041,Name,20,0.95,Name.Noun,20.1
munsters,6,5,2,2,0.12,0.8451,0.06,0.7782,Name,4,0.67,Name.Noun,4.2
muntz,19,4,0,0,0.37,1.3010,0.05,0.6990,Name,15,0.79,Name.Verb.Noun,15.2.2
muon,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mura,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mural,52,34,51,34,1.02,1.7243,0.41,1.5441,Noun,52,1.00,Noun,52
muralist,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
murals,18,11,18,11,0.35,1.2788,0.13,1.0792,Noun,18,1.00,Noun,18
murder,5717,2046,5277,1977,112.10,3.7572,24.39,3.3111,Noun,4981,0.87,Noun.Verb,4981.714
murdered,1967,1134,1850,1110,38.57,3.2940,13.52,3.0550,Verb,1716,0.87,Verb.Adjective,1716.253
murderer,1355,729,1263,688,26.57,3.1323,8.69,2.8633,Noun,1357,1.00,Noun,1357
murderers,301,231,252,207,5.90,2.4800,2.75,2.3655,Noun,301,1.00,Noun,301
murderess,37,25,35,25,0.73,1.5798,0.30,1.4150,Noun,37,1.00,Noun,37
murderesses,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
murdering,241,214,231,207,4.73,2.3838,2.55,2.3324,Verb,162,0.67,Verb.Adjective,162.80
murderous,93,84,91,83,1.82,1.9731,1.00,1.9294,Adjective,93,1.00,Adjective,93
murderously,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2,1.00,Adverb,2
murders,747,414,723,403,14.65,2.8739,4.94,2.6180,Noun,721,0.97,Noun.Verb,721.25
murine,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
murk,5,3,4,2,0.10,0.7782,0.04,0.6021,Noun,4,0.80,Noun.Name,4.1
murkier,4,3,4,3,0.08,0.6990,0.04,0.6021,Adjective,4,1.00,Adjective,4
murkiest,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
murky,31,28,31,28,0.61,1.5051,0.33,1.4624,Adjective,31,1.00,Adjective,31
murmur,48,38,47,37,0.94,1.6902,0.45,1.5911,Noun,41,0.85,Noun.Verb,41.7
murmured,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
murmuring,88,61,54,39,1.73,1.9494,0.73,1.7924,Verb,59,0.67,Verb.Name.Noun.Adjective,59.20.5.4
murmurings,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
murmurs,32,24,27,19,0.63,1.5185,0.29,1.3979,Noun,21,0.66,Noun.Verb,21.11
murphies,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
murphy,721,197,3,3,14.14,2.8585,2.35,2.2967,Name,717,1.00,Name.Noun.Adjective,717.2.1
murr,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
murray,561,153,0,0,11.00,2.7497,1.82,2.1875,Name,558,1.00,Name,558
murres,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
murry,6,3,0,0,0.12,0.8451,0.04,0.6021,Name,3,0.50,Name.Noun.Verb,3.2.1
mus,14,6,5,4,0.27,1.1761,0.07,0.8451,Noun,13,1.00,Noun,13
muscat,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
muscatel,9,8,6,6,0.18,1.0000,0.10,0.9542,Noun,9,1.00,Noun,9
muscatels,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muscats,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
muscle,694,528,657,503,13.61,2.8420,6.29,2.7235,Noun,689,0.99,Noun.Name,689.4
musclebound,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
muscled,8,8,7,7,0.16,0.9542,0.10,0.9542,Verb,7,0.88,Verb.Adjective,7.1
muscleman,5,5,4,4,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
musclemen,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muscles,385,309,372,301,7.55,2.5866,3.68,2.4914,Noun,382,1.00,Noun.Name,382.1
muscling,10,9,10,9,0.20,1.0414,0.11,1.0000,Verb,10,1.00,Verb,10
muscly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,1,0.50,Adverb.Adjective,1.1
muscovite,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muscular,79,69,76,67,1.55,1.9031,0.82,1.8451,Adjective,79,1.00,Adjective,79
muscularity,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
musculature,17,16,16,15,0.33,1.2553,0.19,1.2304,Noun,16,0.94,Noun.Verb,16.1
muse,98,58,91,55,1.92,1.9956,0.69,1.7709,Noun,93,0.91,Noun.Verb,93.9
mused,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
muses,23,11,14,7,0.45,1.3802,0.13,1.0792,Noun,23,1.00,Noun,23
musette,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
museum,942,459,705,356,18.47,2.9745,5.47,2.6628,Noun,942,1.00,Noun,942
museums,109,89,101,86,2.14,2.0414,1.06,1.9542,Noun,110,1.00,Noun,110
mush,143,92,89,73,2.80,2.1584,1.10,1.9685,Verb,80,0.56,Verb.Noun.Name,80.57.6
mushed,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3,0.50,Verb.Adjective,3.3
musher,11,2,7,2,0.22,1.0792,0.02,0.4771,Noun,8,0.73,Noun.Name,8.3
mushers,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
mushier,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
mushing,8,7,7,6,0.16,0.9542,0.08,0.9031,Verb,7,0.88,Verb.Name,7.1
mushroom,109,83,95,77,2.14,2.0414,0.99,1.9243,Noun,107,0.98,Noun.Verb.Name,107.1.1
mushroomed,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
mushrooming,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
mushrooms,145,94,133,87,2.84,2.1644,1.12,1.9777,Noun,145,1.00,Noun,145
mushy,77,71,75,69,1.51,1.8921,0.85,1.8573,Adjective,76,0.99,Adjective.Name,76.1
music,7734,2699,6912,2508,151.65,3.8885,32.18,3.4314,Noun,7717,1.00,Noun.Name,7717.3
musica,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
musical,671,421,642,403,13.16,2.8274,5.02,2.6253,Adjective,630,0.94,Adjective.Noun,630.39
musicale,8,3,8,3,0.16,0.9542,0.04,0.6021,Noun,8,1.00,Noun,8
musicales,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
musicality,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
musically,24,17,22,16,0.47,1.3979,0.20,1.2553,Adverb,24,1.00,Adverb,24
musicals,62,45,59,45,1.22,1.7993,0.54,1.6628,Noun,62,1.00,Noun,62
musician,308,208,294,202,6.04,2.4900,2.48,2.3201,Noun,308,1.00,Noun,308
musicians,191,141,176,130,3.75,2.2833,1.68,2.1523,Noun,191,1.00,Noun,191
musicianship,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
musicologist,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
musicologists,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
musicology,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
musics,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,5,1.00,Noun,5
musing,11,10,11,10,0.22,1.0792,0.12,1.0414,Verb,11,1.00,Verb,11
musings,7,7,5,5,0.14,0.9031,0.08,0.9031,Noun,6,0.86,Noun.Name,6.1
musk,27,23,22,19,0.53,1.4472,0.27,1.3802,Noun,20,0.77,Noun.Verb,20.6
musket,50,23,31,21,0.98,1.7076,0.27,1.3802,Noun,50,1.00,Noun,50
musketeer,22,5,18,4,0.43,1.3617,0.06,0.7782,Noun,18,0.82,Noun.Verb.Name,18.3.1
musketeers,86,32,48,13,1.69,1.9395,0.38,1.5185,Noun,80,0.93,Noun.Verb,80.6
musketry,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muskets,20,15,18,14,0.39,1.3222,0.18,1.2041,Noun,20,1.00,Noun,20
muskie,27,6,0,0,0.53,1.4472,0.07,0.8451,Name,23,0.85,Name.Noun,23.4
muskies,4,2,1,1,0.08,0.6990,0.02,0.4771,Name,3,0.75,Name.Noun,3.1
muskogee,3,2,0,0,0.06,0.6021,0.02,0.4771,Name,2,0.67,Name.Noun,2.1
muskrat,28,10,17,7,0.55,1.4624,0.12,1.0414,Noun,17,0.61,Noun.Verb.Name,17.9.2
muskrats,5,4,1,1,0.10,0.7782,0.05,0.6990,Noun,5,1.00,Noun,5
musky,7,7,6,6,0.14,0.9031,0.08,0.9031,Adjective,6,0.86,Adjective.Name,6.1
muslim,121,68,15,7,2.37,2.0864,0.81,1.8388,Adjective,100,0.83,Adjective.Noun.Verb.Name,100.19.1.1
muslims,90,42,24,4,1.76,1.9590,0.50,1.6335,Noun,90,1.00,Noun,90
muslin,6,6,6,6,0.12,0.8451,0.07,0.8451,Noun,6,1.00,Noun,6
muslins,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muss,31,29,29,27,0.61,1.5051,0.35,1.4771,Noun,16,0.52,Noun.Verb,16.15
mussed,16,13,16,13,0.31,1.2304,0.15,1.1461,Verb,13,0.81,Verb.Adjective,13.3
mussel,14,8,10,7,0.27,1.1761,0.10,0.9542,Noun,14,1.00,Noun,14
mussels,29,16,28,15,0.57,1.4771,0.19,1.2304,Noun,29,1.00,Noun,29
musses,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
mussing,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,5,1.00,Verb,5
mussolini,59,45,0,0,1.16,1.7782,0.54,1.6628,Name,59,1.00,Name,59
mussy,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
must,35661,7154,33334,6989,699.24,4.5522,85.29,3.8546,Verb,36486,1.00,Verb.Noun,36486.34
mustache,252,177,251,176,4.94,2.4031,2.11,2.2504,Noun,251,1.00,Noun.Name,251.1
mustached,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
mustaches,18,17,18,17,0.35,1.2788,0.20,1.2553,Noun,18,1.00,Noun,18
mustachio,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mustachioed,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
mustang,175,99,27,11,3.43,2.2455,1.18,2.0000,Noun,123,0.70,Noun.Name.Verb,123.31.21
mustangs,37,14,11,4,0.73,1.5798,0.17,1.1761,Noun,27,0.73,Noun.Name.Verb,27.8.2
mustard,329,227,256,200,6.45,2.5185,2.71,2.3579,Noun,300,0.92,Noun.Name,300.27
mustards,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
muster,76,70,65,61,1.49,1.8865,0.83,1.8513,Verb,62,0.82,Verb.Noun,62.14
mustered,19,14,18,13,0.37,1.3010,0.17,1.1761,Verb,19,1.00,Verb,19
mustering,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2,0.67,Verb.Adjective,2.1
musters,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
mustnt,2,1,2,1,0.04,0.4771,0.01,0.3010,Verb,16,0.89,Verb.Noun,16.2
musts,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
musty,25,22,21,19,0.49,1.4150,0.26,1.3617,Adjective,25,1.00,Adjective,25
mutable,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
mutagen,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mutagenesis,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mutant,183,76,144,68,3.59,2.2648,0.91,1.8865,Noun,183,1.00,Noun,183
mutants,114,27,104,27,2.24,2.0607,0.32,1.4472,Noun,114,1.00,Noun,114
mutate,24,21,23,21,0.47,1.3979,0.25,1.3424,Verb,19,0.79,Verb.Noun.Name,19.4.1
mutated,35,31,35,31,0.69,1.5563,0.37,1.5051,Verb,23,0.66,Verb.Adjective,23.12
mutates,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,3,0.75,Verb.Noun,3.1
mutating,14,14,13,13,0.27,1.1761,0.17,1.1761,Verb,12,0.86,Verb.Adjective,12.2
mutation,88,52,85,50,1.73,1.9494,0.62,1.7243,Noun,86,0.99,Noun.Name,86.1
mutations,44,29,42,28,0.86,1.6532,0.35,1.4771,Noun,44,1.00,Noun,44
mutative,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
mute,127,94,115,87,2.49,2.1072,1.12,1.9777,Adjective,106,0.83,Adjective.Verb.Noun.Name,106.14.7.1
muted,20,18,16,16,0.39,1.3222,0.21,1.2788,Adjective,20,1.00,Adjective,20
mutely,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2,1.00,Adverb,2
mutes,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,3,0.75,Verb.Noun,3.1
muth,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
mutilate,29,26,27,25,0.57,1.4771,0.31,1.4314,Verb,24,0.83,Verb.Noun,24.5
mutilated,65,53,61,51,1.27,1.8195,0.63,1.7324,Adjective,41,0.63,Adjective.Verb,41.24
mutilates,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,3,0.75,Verb.Noun,3.1
mutilating,10,10,8,8,0.20,1.0414,0.12,1.0414,Verb,9,0.90,Verb.Noun,9.1
mutilation,48,34,44,31,0.94,1.6902,0.41,1.5441,Noun,48,1.00,Noun,48
mutilations,13,11,12,11,0.25,1.1461,0.13,1.0792,Noun,13,1.00,Noun,13
mutilator,6,4,1,1,0.12,0.8451,0.05,0.6990,Noun,5,0.83,Noun.Name,5.1
mutine,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mutineer,8,4,8,4,0.16,0.9542,0.05,0.6990,Noun,8,1.00,Noun,8
mutineers,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
muting,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
mutinied,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
mutinies,6,5,6,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
mutinous,7,7,6,6,0.14,0.9031,0.08,0.9031,Adjective,7,1.00,Adjective,7
mutiny,126,74,116,70,2.47,2.1038,0.88,1.8751,Noun,126,1.00,Noun,126
mutinying,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
mutism,4,3,4,3,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
mutt,202,126,174,116,3.96,2.3075,1.50,2.1038,Noun,202,1.00,Noun,202
mutter,22,17,15,14,0.43,1.3617,0.20,1.2553,Verb,13,0.68,Verb.Name.Noun,13.4.2
muttered,12,12,11,11,0.24,1.1139,0.14,1.1139,Verb,11,0.92,Verb.Adjective,11.1
muttering,88,75,72,60,1.73,1.9494,0.89,1.8808,Verb,82,0.93,Verb.Noun,82.6
mutterings,7,7,6,6,0.14,0.9031,0.08,0.9031,Noun,6,1.00,Noun,6
mutters,35,27,20,14,0.69,1.5563,0.32,1.4472,Verb,23,0.66,Verb.Name,23.12
mutton,40,27,36,24,0.78,1.6128,0.32,1.4472,Noun,40,1.00,Noun,40
muttonchops,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muttonhead,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muttons,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
mutts,26,25,25,24,0.51,1.4314,0.30,1.4150,Noun,26,1.00,Noun,26
mutual,368,320,323,291,7.22,2.5670,3.81,2.5065,Adjective,368,1.00,Adjective,368
mutuality,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
mutually,54,53,52,51,1.06,1.7404,0.63,1.7324,Adverb,54,1.00,Adverb,54
mutuals,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
mutuel,3,2,3,2,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
muumuu,15,14,15,14,0.29,1.2041,0.17,1.1761,Noun,15,1.00,Noun,15
muumuus,5,5,4,4,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
muzak,9,8,1,1,0.18,1.0000,0.10,0.9542,Name,6,0.67,Name.Noun.Verb,6.2.1
muzhik,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muzz,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
muzzle,81,71,75,66,1.59,1.9138,0.85,1.8573,Noun,64,0.79,Noun.Verb,64.17
muzzled,6,5,6,5,0.12,0.8451,0.06,0.7782,Verb,6,1.00,Verb,6
muzzler,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
muzzlers,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
muzzles,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,3,0.75,Noun.Verb,3.1
muzzling,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
muzzy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
my,344899,8349,291721,8340,6762.73,5.5377,99.54,3.9217,Pronoun,344585,1.00,Pronoun.Noun,344585.14
mycenaean,2,2,0,0,0.04,0.4771,0.02,0.4771,Adjective,1,1.00,Adjective,1
mycologist,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mycoplasma,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mydriasis,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myelin,13,2,12,2,0.25,1.1461,0.02,0.4771,Noun,13,1.00,Noun,13
myelitis,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myelogenous,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
myeloid,3,2,2,1,0.06,0.6021,0.02,0.4771,Adjective,3,1.00,Adjective,3
myeloma,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mylar,5,4,3,3,0.10,0.7782,0.05,0.6990,Adjective,4,0.80,Adjective.Name,4.1
mynah,20,8,17,8,0.39,1.3222,0.10,0.9542,Noun,19,0.95,Noun.Interjection,19.1
mynheer,7,2,0,0,0.14,0.9031,0.02,0.4771,Name,6,0.86,Name.Verb,6.1
myocardial,15,14,12,11,0.29,1.2041,0.17,1.1761,Adjective,15,1.00,Adjective,15
myocarditis,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myocardium,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
myoglobin,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myoglobinuria,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myopathy,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myopia,9,8,8,8,0.18,1.0000,0.10,0.9542,Noun,9,1.00,Noun,9
myopic,13,12,12,12,0.25,1.1461,0.14,1.1139,Adjective,13,1.00,Adjective,13
myriad,28,24,28,24,0.55,1.4624,0.29,1.3979,Noun,32,1.00,Noun,32
myriads,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myristate,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myrmidon,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myrmidons,6,3,1,1,0.12,0.8451,0.04,0.6021,Noun,4,0.67,Noun.Name,4.2
myron,28,15,0,0,0.55,1.4624,0.18,1.2041,Name,21,0.75,Name.Noun,21.7
